Label,channel,time,condition,total_vRNAs_smFISH,total_vRNAs_intensity
CoV-FISH-01C_R1_10h_INF_00006_cleared__results_cell_8.npz,gRNA,10,Untreated,20,43.75293481
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_2.npz,gRNA,10,Untreated,20,21.82646475
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_6.npz,gRNA,10,Untreated,19,9.35436418
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_14.npz,gRNA,10,Untreated,19,18.48931912
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_34.npz,gRNA,10,Untreated,18,43.40507242
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_11.npz,gRNA,10,Untreated,17,38.03503122
CoV-FISH-01C_R1_10h_INF_00020_cleared__results_cell_3.npz,gRNA,10,Untreated,17,25.80766962
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_24.npz,gRNA,10,Untreated,16,11.8168855
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_3.npz,gRNA,10,Untreated,16,20.01581152
CoV-FISH-01C_R1_10h_INF_00007_cleared__results_cell_19.npz,gRNA,10,Untreated,15,41.13888232
CoV-FISH-01C_R1_10h_INF_00018_cleared__results_cell_4.npz,gRNA,10,Untreated,15,25.83231565
CoV-FISH-01C_R1_10h_INF_00011_cleared__results_cell_7.npz,gRNA,10,Untreated,14,24.90314213
CoV-FISH-01C_R1_10h_INF_00008_cleared__results_cell_9.npz,gRNA,10,Untreated,13,30.18356292
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_39.npz,gRNA,10,Untreated,13,33.79698241
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_6.npz,gRNA,10,Untreated,13,38.15342809
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_16.npz,gRNA,10,Untreated,13,34.38192987
CoV-FISH-01C_R1_10h_INF_00018_cleared__results_cell_19.npz,gRNA,10,Untreated,13,26.04928036
CoV-FISH-01C_R1_10h_INF_00003_cleared__results_cell_28.npz,gRNA,10,Untreated,12,18.50464564
CoV-FISH-01C_R1_10h_INF_00003_cleared__results_cell_5.npz,gRNA,10,Untreated,11,11.15741421
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_2.npz,gRNA,10,Untreated,11,29.96316925
CoV-FISH-01C_R1_10h_INF_00020_cleared__results_cell_20.npz,gRNA,10,Untreated,11,0.592762318
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_4.npz,gRNA,10,Untreated,10,21.34447997
CoV-FISH-01C_R1_10h_INF_00018_cleared__results_cell_21.npz,gRNA,10,Untreated,10,22.04855747
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_36.npz,gRNA,10,Untreated,8,41.98392766
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_8.npz,gRNA,10,Untreated,8,22.23040363
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_12.npz,gRNA,10,Untreated,7,0.343527494
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_26.npz,gRNA,10,Untreated,7,9.999338762
CoV-FISH-01C_R1_10h_INF_00002_cleared__results_cell_7.npz,gRNA,10,Untreated,6,3.636250226
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_9.npz,gRNA,10,Untreated,4,10.44581588
CoV-FISH-01C_R1_10h_INF_00015_cleared__results_cell_1.npz,gRNA,10,Untreated,3,5.124470805
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_12.npz,gRNA,10,Untreated,3,4.447973615
CoV-FISH-01C_R1_10h_INF_00018_cleared__results_cell_6.npz,gRNA,10,Untreated,2,3.781807059
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_6.npz,gRNA,10,Untreated,2,8.015257503
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_34.npz,gRNA,10,Untreated,1,0.624084012
CoV-FISH-01C_R1_10h_INF_00003_cleared__results_cell_1.npz,gRNA,10,Untreated,0,0
CoV-FISH-01C_R1_10h_INF_00003_cleared__results_cell_2.npz,gRNA,10,Untreated,0,0
CoV-FISH-01C_R1_10h_INF_00004_cleared__results_cell_0.npz,gRNA,10,Untreated,0,0
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_27.npz,gRNA,10,Untreated,0,0
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_28.npz,gRNA,10,Untreated,0,0
CoV-FISH-01C_R1_10h_INF_00007_cleared__results_cell_14.npz,gRNA,10,Untreated,0,0
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_1.npz,gRNA,10,Untreated,0,0
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_14.npz,gRNA,10,Untreated,0,0
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_20.npz,gRNA,10,Untreated,0,0
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_9.npz,gRNA,10,Untreated,0,0
CoV-FISH-01C_R1_10h_INF_00015_cleared__results_cell_8.npz,gRNA,10,Untreated,0,0
CoV-FISH-01C_R1_10h_INF_00018_cleared__results_cell_0.npz,gRNA,10,Untreated,0,0
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_16.npz,gRNA,10,Untreated,0,0
CoV-FISH-01C_R1_10h_INF_00020_cleared__results_cell_0.npz,gRNA,10,Untreated,0,0
CoV-FISH-01C_R1_10h_INF_00020_cleared__results_cell_18.npz,gRNA,10,Untreated,0,0
CoV-FISH-01C_R1_10h_INF_00020_cleared__results_cell_26.npz,gRNA,10,Untreated,0,0
