cell_id,Area,Channel,IntDen,RawIntDen,time,condition,repeat_exp,mock_bg_den,sub_RawIntDen,sm_mean_int,RNA_count,ImgeJ_cal_factor
CoV-FISH-06B_R2_48h_INF_00014_25,274.906,gRNA,77473.877,6660517,48,Untreated,R2,13953.23874157856,2824687.9505076045,6072.076923076923,16281.756558786885,35
CoV-FISH-06B_R2_48h_INF_00014_27,294.866,gRNA,4896995.163,421000226,48,Untreated,R2,13953.23874157856,416885890.3052257,6072.076923076923,2402967.9375815867,35
CoV-FISH-06B_R2_48h_INF_00014_29,484.535,gRNA,891087.435,76607797,48,Untreated,R2,13953.23874157856,69846964.46634923,6072.076923076923,402604.2138944842,35
CoV-FISH-06B_R2_48h_INF_00014_31,1227.68,gRNA,332352.963,28572761,48,Untreated,R2,13953.23874157856,11442648.861738836,6072.076923076923,65956.46188848285,35
CoV-FISH-06B_R2_48h_INF_00014_33,590.908,gRNA,107380.915,9231659,48,Untreated,R2,13953.23874157856,986578.6016912964,6072.076923076923,5686.728198050849,35
CoV-FISH-06B_R2_48h_INF_00014_35,1160.378,gRNA,298571.822,25668558,48,Untreated,R2,13953.23874157856,9477526.735524556,6072.076923076923,54629.32040315281,35
CoV-FISH-06B_R2_48h_INF_00014_37,1109.977,gRNA,199073.913,17114610,48,Untreated,R2,13953.23874157856,1626835.9213388544,6072.076923076923,9377.22923608927,35
CoV-FISH-06B_R2_48h_INF_00014_39,1038.186,gRNA,203170.939,17466836,48,Untreated,R2,13953.23874157856,2980778.8838355225,6072.076923076923,17181.478801387977,35
CoV-FISH-06B_R2_48h_INF_00014_2,409.498,ORFN,93043.591,7999063,48,Untreated,R2,11167.62463587908,3425943.046856789,6520.384615384615,18389.71375355204,35
CoV-FISH-06B_R2_48h_INF_00014_4,274.895,ORFN,44981.843,3867140,48,Untreated,R2,11167.62463587908,797215.8257200206,6520.384615384615,4279.280371646427,35
CoV-FISH-06B_R2_48h_INF_00014_6,762.477,ORFN,199667.67,17165656,48,Untreated,R2,11167.62463587908,8650599.070508827,6520.384615384615,46434.5257722116,35
CoV-FISH-06B_R2_48h_INF_00014_8,535.203,ORFN,549824.028,47268995,48,Untreated,R2,11167.62463587908,41292048.79200361,6520.384615384615,221646.6961642381,35
CoV-FISH-06B_R2_48h_INF_00014_10,1369.274,ORFN,341403.338,29350832,48,Untreated,R2,11167.62463587908,14059293.94433131,6520.384615384615,75467.2181285996,35
CoV-FISH-06B_R2_48h_INF_00014_12,1284.571,ORFN,461417.237,39668563,48,Untreated,R2,11167.62463587908,25322956.253864177,6520.384615384615,135928.09644910283,35
CoV-FISH-06B_R2_48h_INF_00014_14,576.135,ORFN,110742.032,9520618,48,Untreated,R2,11167.62463587908,3086558.5804078067,6520.384615384615,16567.972088545415,35
CoV-FISH-06B_R2_48h_INF_00014_16,1297.552,ORFN,2068088.802,177795939,48,Untreated,R2,11167.62463587908,163305365.31846583,6520.384615384615,876587.5210275698,35
CoV-FISH-06B_R2_48h_INF_00014_18,1189.934,ORFN,1367302.639,117548558,48,Untreated,R2,11167.62463587908,104259821.74652986,6520.384615384615,559643.9437818804,35
CoV-FISH-06B_R2_48h_INF_00014_20,1542.902,ORFN,379849.998,32656135,48,Untreated,R2,11167.62463587908,15425584.614052895,6520.384615384615,82801.1679277304,35
CoV-FISH-06B_R2_48h_INF_00014_24,1004.279,ORFN,520783.233,44772325,48,Untreated,R2,11167.62463587908,33556914.098303996,6520.384615384615,180126.18315021906,35
CoV-FISH-06B_R2_48h_INF_00014_26,1602.049,ORFN,486729.617,41844697,48,Untreated,R2,11167.62463587908,23953615.11971456,6520.384615384615,128577.77242340738,35
CoV-FISH-06B_R2_48h_INF_00014_28,1332.54,ORFN,377504.897,32454524,48,Untreated,R2,11167.62463587908,17573217.46770569,6520.384615384615,94329.19185756016,35
CoV-FISH-06B_R2_48h_INF_00014_30,1083.096,ORFN,407717.794,35051961,48,Untreated,R2,11167.62463587908,22956351.427377913,6520.384615384615,123224.6788115018,35
CoV-FISH-06B_R2_48h_INF_00014_32,1281.779,ORFN,251333.815,21607453,48,Untreated,R2,11167.62463587908,7293026.26184755,6520.384615384615,39147.37154651843,35
CoV-FISH-06B_R2_48h_INF_00014_34,585.755,ORFN,3357294.635,288630426,48,Untreated,R2,11167.62463587908,282088934.03141063,6520.384615384615,1514191.7652839243,35
CoV-FISH-06B_R2_48h_INF_00014_36,1449.614,ORFN,6735430.311,579052580,48,Untreated,R2,11167.62463587908,562863834.9810848,6520.384615384615,3021330.0880834493,35
CoV-FISH-06B_R2_48h_INF_00014_38,694.024,ORFN,144812.537,12449698,48,Untreated,R2,11167.62463587908,4699098.479708658,6520.384615384615,25223.733949949143,35
CoV-FISH-06B_R2_48h_INF_00014_40,1440.588,ORFN,339259.641,29166536,48,Untreated,R2,11167.62463587908,13078589.961048229,6520.384615384615,70203.01341682233,35
CoV-FISH-06B_R2_48h_INF_00015_1,1060.763,gRNA,183022.409,15734644,48,Untreated,R2,13953.23874157856,933564.6127669028,6072.076923076923,5381.150776048505,35
CoV-FISH-06B_R2_48h_INF_00015_3,1306.543,gRNA,279489.195,24028003,48,Untreated,R2,13953.23874157856,5797496.594861727,6072.076923076923,33417.29417968869,35
CoV-FISH-06B_R2_48h_INF_00015_5,1322.932,gRNA,265918.489,22861314,48,Untreated,R2,13953.23874157856,4402127.965125993,6072.076923076923,25374.2633255929,35
CoV-FISH-06B_R2_48h_INF_00015_7,1188.666,gRNA,261580.591,22488380,48,Untreated,R2,13953.23874157856,5902639.51800278,6072.076923076923,34023.347488392836,35
CoV-FISH-06B_R2_48h_INF_00015_9,1311.277,gRNA,256987.212,22093482,48,Untreated,R2,13953.23874157856,3796920.962659091,6072.076923076923,21885.79548259861,35
CoV-FISH-06B_R2_48h_INF_00015_11,800.269,gRNA,614877.828,52861744,48,Untreated,R2,13953.23874157856,41695399.58551566,6072.076923076923,240336.05041247612,35
CoV-FISH-06B_R2_48h_INF_00015_15,660.001,gRNA,988816.412,85009668,48,Untreated,R2,13953.23874157856,75800516.4773194,6072.076923076923,436921.025592312,35
CoV-FISH-06B_R2_48h_INF_00015_17,152.563,gRNA,31744.236,2729088,48,Untreated,R2,13953.23874157856,600340.0378685505,6072.076923076923,3460.41421931655,35
CoV-FISH-06B_R2_48h_INF_00015_19,1249.815,gRNA,392288.627,33725498,48,Untreated,R2,13953.23874157856,16286530.922193993,6072.076923076923,93877.03573227087,35
CoV-FISH-06B_R2_48h_INF_00015_21,699.549,gRNA,283666.097,24387096,48,Untreated,R2,13953.23874157856,14626121.79156746,6072.076923076923,84306.2874844901,35
CoV-FISH-06B_R2_48h_INF_00015_23,877.539,gRNA,281643.267,24213191,48,Untreated,R2,13953.23874157856,11968679.827953892,6072.076923076923,68988.55190492445,35
CoV-FISH-06B_R2_48h_INF_00015_25,847.878,gRNA,168493.369,14485566,48,Untreated,R2,13953.23874157856,2654921.842267854,6072.076923076923,15303.209372434649,35
CoV-FISH-06B_R2_48h_INF_00015_27,1051.853,gRNA,216071.328,18575897,48,Untreated,R2,13953.23874157856,3899140.969954366,6072.076923076923,22475.000840280685,35
CoV-FISH-06B_R2_48h_INF_00015_29,177.257,gRNA,147267.873,12660786,48,Untreated,R2,13953.23874157856,10187476.760384008,6072.076923076923,58721.53649080563,35
CoV-FISH-06B_R2_48h_INF_00015_31,422.339,gRNA,107424.022,9235365,48,Untreated,R2,13953.23874157856,3342368.1031204527,6072.076923076923,19265.7117311249,35
CoV-FISH-06B_R2_48h_INF_00015_33,959.089,gRNA,227358.733,19546288,48,Untreated,R2,13953.23874157856,6163890.20857816,6072.076923076923,35529.220073008386,35
CoV-FISH-06B_R2_48h_INF_00015_35,945.655,gRNA,3025787.642,260130394,48,Untreated,R2,13953.23874157856,246935444.01783252,6072.076923076923,1423358.210067697,35
CoV-FISH-06B_R2_48h_INF_00015_37,518.069,gRNA,156679.113,13469881,48,Untreated,R2,13953.23874157856,6241140.5583891375,6072.076923076923,35974.49806892912,35
CoV-FISH-06B_R2_48h_INF_00015_2,822.904,ORFN,425107.922,36547010,48,Untreated,R2,11167.62463587908,27357127.01663656,6520.384615384615,146847.08066501073,35
CoV-FISH-06B_R2_48h_INF_00015_4,1353.105,ORFN,257148.557,22107353,48,Untreated,R2,11167.62463587908,6996384.267068839,6520.384615384615,37555.0621307889,35
CoV-FISH-06B_R2_48h_INF_00015_6,758.906,ORFN,2704715.175,232527430,48,Untreated,R2,11167.62463587908,224052252.65808356,6520.384615384615,1202663.539897694,35
CoV-FISH-06B_R2_48h_INF_00015_8,484.651,ORFN,9348237.823,803678604,48,Untreated,R2,11167.62463587908,798266203.5525966,6520.384615384615,4284918.57035842,35
CoV-FISH-06B_R2_48h_INF_00015_10,985.819,ORFN,567150.332,48758557,48,Untreated,R2,11167.62463587908,37749300.44908232,6520.384615384615,202629.9971017809,35
CoV-FISH-06B_R2_48h_INF_00015_12,994.031,ORFN,384736.86,33076264,48,Untreated,R2,11167.62463587908,21975298.915572483,6520.384615384615,117958.6032747653,35
CoV-FISH-06B_R2_48h_INF_00015_14,679.81,ORFN,231392.831,19893104,48,Untreated,R2,11167.62463587908,12301241.096283045,6520.384615384615,66030.3745509206,35
CoV-FISH-06B_R2_48h_INF_00015_16,1069.673,ORFN,398303.75,34242625,48,Untreated,R2,11167.62463587908,22296918.452865317,6520.384615384615,119684.9866814572,35
CoV-FISH-06B_R2_48h_INF_00015_18,1041.501,ORFN,363691.516,31266972,48,Untreated,R2,11167.62463587908,19635879.774107303,6520.384615384615,105401.11245465493,35
CoV-FISH-06B_R2_48h_INF_00015_20,1068.231,ORFN,591114.608,50818793,48,Untreated,R2,11167.62463587908,38889190.16759025,6520.384615384615,208748.6760603264,35
CoV-FISH-06B_R2_48h_INF_00015_22,755.207,ORFN,204763.474,17603748,48,Untreated,R2,11167.62463587908,9169879.701611668,6520.384615384615,49221.9107442141,35
CoV-FISH-06B_R2_48h_INF_00015_24,388.805,ORFN,3477510.381,298965510,48,Untreated,R2,11167.62463587908,294623481.70344704,6520.384615384615,1581474.478559174,35
CoV-FISH-06B_R2_48h_INF_00015_28,421.7,ORFN,3688741.2,317125263,48,Untreated,R2,11167.62463587908,312415875.6910498,6520.384615384615,1676980.1620884524,35
CoV-FISH-06B_R2_48h_INF_00015_30,522.268,ORFN,191645.862,16476012,48,Untreated,R2,11167.62463587908,10643519.016668703,6520.384615384615,57132.08461728614,35
CoV-FISH-06B_R2_48h_INF_00015_34,186.725,ORFN,1051731.03,90418509,48,Untreated,R2,11167.62463587908,88333234.28986548,6520.384615384615,474153.5020573208,35
CoV-FISH-06B_R2_48h_INF_00015_36,303.683,ORFN,207182.286,17811696,48,Untreated,R2,11167.62463587908,14420278.247702334,6520.384615384615,77404.90299893309,35
CoV-FISH-06B_R2_48h_INF_00016_1,582.824,gRNA,199576.012,17157776,48,Untreated,R2,13953.23874157856,9025493.58367822,6072.076923076923,52023.76047447445,35
CoV-FISH-06B_R2_48h_INF_00016_3,1922.878,gRNA,402563.494,34608840,48,Untreated,R2,13953.23874157856,7778464.195070904,6072.076923076923,44835.770408772325,35
CoV-FISH-06B_R2_48h_INF_00016_5,398.413,gRNA,336490.84,28928499,48,Untreated,R2,13953.23874157856,23369347.293251462,6072.076923076923,134703.0292312783,35
CoV-FISH-06B_R2_48h_INF_00016_7,330.692,gRNA,67469.135,5800398,48,Untreated,R2,13953.23874157856,1186173.5740699032,6072.076923076923,6837.211652353219,35
CoV-FISH-06B_R2_48h_INF_00016_9,760.848,gRNA,161703.846,13901863,48,Untreated,R2,13953.23874157856,3285569.209947437,6072.076923076923,18938.31777906538,35
CoV-FISH-06B_R2_48h_INF_00016_11,565.806,gRNA,5450189.693,468558987,48,Untreated,R2,13953.23874157856,460664160.8005824,6072.076923076923,2655309.844106883,35
CoV-FISH-06B_R2_48h_INF_00016_13,936.524,gRNA,252107.505,21673968,48,Untreated,R2,13953.23874157856,8606425.040781882,6072.076923076923,49608.21153015387,35
CoV-FISH-06B_R2_48h_INF_00016_15,356.178,gRNA,627012.39,53904966,48,Untreated,R2,13953.23874157856,48935129.331502035,6072.076923076923,282066.50678178074,35
CoV-FISH-06B_R2_48h_INF_00016_17,583.591,gRNA,157458.689,13536902,48,Untreated,R2,13953.23874157856,5393917.449563427,6072.076923076923,31091.02752259852,35
CoV-FISH-06B_R2_48h_INF_00016_19,334.403,gRNA,299221.342,25724398,48,Untreated,R2,13953.23874157856,21058393.105099905,6072.076923076923,121382.4804948308,35
CoV-FISH-06B_R2_48h_INF_00016_21,490.397,gRNA,109186.393,9386878,48,Untreated,R2,13953.23874157856,2544251.580846099,6072.076923076923,14665.295986482575,35
CoV-FISH-06B_R2_48h_INF_00016_25,925.904,gRNA,204732.184,17601058,48,Untreated,R2,13953.23874157856,4681698.436217446,6072.076923076923,26985.732780305025,35
CoV-FISH-06B_R2_48h_INF_00016_27,1246.011,gRNA,334452.656,28753274,48,Untreated,R2,13953.23874157856,11367385.04236696,6072.076923076923,65522.63443349717,35
CoV-FISH-06B_R2_48h_INF_00016_29,483.244,gRNA,148970.305,12807146,48,Untreated,R2,13953.23874157856,6064327.09756461,6072.076923076923,34955.32930554616,35
CoV-FISH-06B_R2_48h_INF_00016_31,408.614,gRNA,286878.769,24663293,48,Untreated,R2,13953.23874157856,18961804.30484862,6072.076923076923,109297.5532222674,35
CoV-FISH-06B_R2_48h_INF_00016_33,865.023,gRNA,199930.933,17188289,48,Untreated,R2,13953.23874157856,5118416.564043488,6072.076923076923,29503.015526809824,35
CoV-FISH-06B_R2_48h_INF_00016_35,703.155,gRNA,132501.893,11391338,48,Untreated,R2,13953.23874157856,1580048.412665328,6072.076923076923,9107.54180881873,35
CoV-FISH-06B_R2_48h_INF_00016_1,582.824,ORFN,313548.023,26956079,48,Untreated,R2,11167.62463587908,20447319.33921841,6520.384615384615,109756.74275165904,35
CoV-FISH-06B_R2_48h_INF_00016_3,1922.878,ORFN,449229.088,38620734,48,Untreated,R2,11167.62463587908,17146754.27541011,6520.384615384615,92040.03061772665,35
CoV-FISH-06B_R2_48h_INF_00016_5,398.413,ORFN,542347.332,46626215,48,Untreated,R2,11167.62463587908,42176888.16594551,6520.384615384615,226396.32059818567,35
CoV-FISH-06B_R2_48h_INF_00016_7,330.692,ORFN,75603.225,6499695,48,Untreated,R2,11167.62463587908,2806650.8739118753,6520.384615384615,15065.488676103383,35
CoV-FISH-06B_R2_48h_INF_00016_9,760.848,ORFN,191459.218,16459966,48,Untreated,R2,11167.62463587908,7963101.131040674,6520.384615384615,42744.18704209883,35
CoV-FISH-06B_R2_48h_INF_00016_11,565.806,ORFN,7947364.997,683243979,48,Untreated,R2,11167.62463587908,676925269.9752718,6520.384615384615,3633586.950259526,35
CoV-FISH-06B_R2_48h_INF_00016_13,936.524,ORFN,318188.394,27355017,48,Untreated,R2,11167.62463587908,16896268.505507983,6520.384615384615,90695.47773262706,35
CoV-FISH-06B_R2_48h_INF_00016_15,356.178,ORFN,1899069.687,163265174,48,Untreated,R2,11167.62463587908,159287511.79244187,6520.384615384615,855020.5611462403,35
CoV-FISH-06B_R2_48h_INF_00016_17,583.591,ORFN,238112.272,20470782,48,Untreated,R2,11167.62463587908,13953456.771122692,6520.384615384615,74899.1073067991,35
CoV-FISH-06B_R2_48h_INF_00016_19,334.403,ORFN,981392.164,84371397,48,Untreated,R2,11167.62463587908,80636909.81888813,6520.384615384615,432841.3138393689,35
CoV-FISH-06B_R2_48h_INF_00016_21,490.397,ORFN,127476.928,10959336,48,Untreated,R2,11167.62463587908,5482766.381438808,6520.384615384615,29430.292025655133,35
CoV-FISH-06B_R2_48h_INF_00016_25,925.904,ORFN,267774.287,23020859,48,Untreated,R2,11167.62463587908,12680710.679141017,6520.384615384615,68067.28436275778,35
CoV-FISH-06B_R2_48h_INF_00016_27,1246.011,ORFN,594987.931,51151787,48,Untreated,R2,11167.62463587908,37236803.859823674,6520.384615384615,199879.02738417708,35
CoV-FISH-06B_R2_48h_INF_00016_29,483.244,ORFN,216246.433,18590951,48,Untreated,R2,11167.62463587908,13194263.400459249,6520.384615384615,70823.92316650691,35
CoV-FISH-06B_R2_48h_INF_00016_31,408.614,ORFN,511082.128,43938310,48,Untreated,R2,11167.62463587908,39375062.227034904,6520.384615384615,211356.7311189864,35
CoV-FISH-06B_R2_48h_INF_00016_33,865.023,ORFN,323330.341,27797076,48,Untreated,R2,11167.62463587908,18136823.83459797,6520.384615384615,97354.5076947098,35
CoV-FISH-06B_R2_48h_INF_00016_35,703.155,ORFN,151328.364,13009871,48,Untreated,R2,11167.62463587908,5157299.899158446,6520.384615384615,27683.25905877536,35
CoV-FISH-06B_R2_48h_INF_00017_1,697.374,gRNA,405406.367,34853245,48,Untreated,R2,13953.23874157856,25122619.08583039,6072.076923076923,144809.0462527437,35
CoV-FISH-06B_R2_48h_INF_00017_3,608.018,gRNA,1163100.062,99993031,48,Untreated,R2,13953.23874157856,91509210.68682288,6072.076923076923,527467.3583047799,35
CoV-FISH-06B_R2_48h_INF_00017_5,795.511,gRNA,254849.32,21909685,48,Untreated,R2,13953.23874157856,10809730.0954481,6072.076923076923,62308.260935035345,35
CoV-FISH-06B_R2_48h_INF_00017_7,534.679,gRNA,286486.509,24629570,48,Untreated,R2,13953.23874157856,17169066.262891516,6072.076923076923,98964.04917358956,35
CoV-FISH-06B_R2_48h_INF_00017_9,1480.474,gRNA,319607.592,27477027,48,Untreated,R2,13953.23874157856,6819619.827300224,6072.076923076923,39308.904840842726,35
CoV-FISH-06B_R2_48h_INF_00017_11,1363.493,gRNA,260949.821,22434152,48,Untreated,R2,13953.23874157856,3409008.6485288255,6072.076923076923,19649.833855867535,35
CoV-FISH-06B_R2_48h_INF_00017_13,965.999,gRNA,522771.133,44943227,48,Untreated,R2,13953.23874157856,31464412.32887385,6072.076923076923,181363.715490044,35
CoV-FISH-06B_R2_48h_INF_00017_15,1469.575,gRNA,321311.152,27623484,48,Untreated,R2,13953.23874157856,7118153.176344689,6072.076923076923,41029.67803738213,35
CoV-FISH-06B_R2_48h_INF_00017_19,864.383,gRNA,226271.007,19452775,48,Untreated,R2,13953.23874157856,7391832.636838099,6072.076923076923,42607.1911747512,35
CoV-FISH-06B_R2_48h_INF_00017_21,1657.347,gRNA,337579.682,29022108,48,Untreated,R2,13953.23874157856,5896749.631361,6072.076923076923,33989.39764963522,35
CoV-FISH-06B_R2_48h_INF_00017_23,735.107,gRNA,161418.902,13877366,48,Untreated,R2,13953.23874157856,3620242.5283944104,6072.076923076923,20867.40502450634,35
CoV-FISH-06B_R2_48h_INF_00017_2,568.226,ORFN,512726.971,44079719,48,Untreated,R2,11167.62463587908,37733984.323652975,6520.384615384615,202547.7834868413,35
CoV-FISH-06B_R2_48h_INF_00017_4,966.755,ORFN,1423851.189,122410101,48,Untreated,R2,11167.62463587908,111613744.04514071,6520.384615384615,599118.1919487881,35
CoV-FISH-06B_R2_48h_INF_00017_6,505.519,ORFN,7718544.995,663572064,48,Untreated,R2,11167.62463587908,657926617.5616951,6520.384615384615,3531606.335050685,35
CoV-FISH-06B_R2_48h_INF_00017_8,227.158,ORFN,1951077.783,167736369,48,Untreated,R2,11167.62463587908,165199553.72296298,6520.384615384615,886755.1105284982,35
CoV-FISH-06B_R2_48h_INF_00017_10,424.142,ORFN,5878918.645,505417301,48,Untreated,R2,11167.62463587908,500680642.351689,6520.384615384615,2687544.2962309737,35
CoV-FISH-06B_R2_48h_INF_00017_12,1488.918,ORFN,420445.357,36146164,48,Untreated,R2,11167.62463587908,19518486.662396193,6520.384615384615,104770.97187978844,35
CoV-FISH-06B_R2_48h_INF_00017_14,1461.142,ORFN,408497.242,35118971,48,Untreated,R2,11167.62463587908,18801485.60428237,6520.384615384615,100922.266854816,35
CoV-FISH-06B_R2_48h_INF_00017_16,252.608,ORFN,44358.354,3813538,48,Untreated,R2,11167.62463587908,992506.6759798572,6520.384615384615,5327.558987445704,35
CoV-FISH-06B_R2_48h_INF_00017_18,665.223,ORFN,146805.683,12621051,48,Untreated,R2,11167.62463587908,5192090.236846612,6520.384615384615,27870.005990269667,35
CoV-FISH-06B_R2_48h_INF_00017_20,788.753,ORFN,368380.288,31670071,48,Untreated,R2,11167.62463587908,22861573.565576468,6520.384615384615,122715.93195702582,35
CoV-FISH-06B_R2_48h_INF_00017_22,515.766,ORFN,141979.796,12206164,48,Untreated,R2,11167.62463587908,6446282.912051192,6520.384615384615,34602.238246720844,35
CoV-FISH-06B_R2_48h_INF_00017_24,620.708,ORFN,3948701.538,339474348,48,Untreated,R2,11167.62463587908,332542514.04751277,6520.384615384615,1785015.5593891148,35
CoV-FISH-06B_R2_48h_INF_00018_1,225.983,gRNA,37267.835,3203958,48,Untreated,R2,13953.23874157856,50763.24946185248,6072.076923076923,292.60395638474836,35
CoV-FISH-06B_R2_48h_INF_00018_3,920.041,gRNA,205799.636,17692828,48,Untreated,R2,13953.23874157856,4855276.27495932,6072.076923076923,27986.251125663388,35
CoV-FISH-06B_R2_48h_INF_00018_5,1189.143,gRNA,270290.189,23237154,48,Untreated,R2,13953.23874157856,6644757.823123047,6072.076923076923,38300.984449890246,35
CoV-FISH-06B_R2_48h_INF_00018_7,338.521,gRNA,1598425.577,137418459,48,Untreated,R2,13953.23874157856,132694994.66796207,6072.076923076923,764865.9383295887,35
CoV-FISH-06B_R2_48h_INF_00018_9,423.363,gRNA,211725.543,18202285,48,Untreated,R2,13953.23874157856,12294999.986649076,6072.076923076923,70869.49078284366,35
CoV-FISH-06B_R2_48h_INF_00018_11,663.037,gRNA,111982.285,9627244,48,Untreated,R2,13953.23874157856,375730.44449997693,6072.076923076923,2165.7442295436804,35
CoV-FISH-06B_R2_48h_INF_00018_13,1176.662,gRNA,435014.689,37398706,48,Untreated,R2,13953.23874157856,20980460.19585669,6072.076923076923,120933.26816467302,35
CoV-FISH-06B_R2_48h_INF_00018_15,1363.26,gRNA,4890623.396,420452438,48,Untreated,R2,13953.23874157856,401430545.7531556,6072.076923076923,2313881.935184841,35
CoV-FISH-06B_R2_48h_INF_00018_17,1496.595,gRNA,1670693.624,143631425,48,Untreated,R2,13953.23874157856,122749077.66554724,6072.076923076923,707536.7741087703,35
CoV-FISH-06B_R2_48h_INF_00018_19,520.233,gRNA,1033771.769,88874531,48,Untreated,R2,13953.23874157856,81615595.74975236,6072.076923076923,470439.6679141255,35
CoV-FISH-06B_R2_48h_INF_00018_21,1309.114,gRNA,273310.912,23496849,48,Untreated,R2,13953.23874157856,5230468.818057124,6072.076923076923,30148.89484292526,35
CoV-FISH-06B_R2_48h_INF_00018_23,770.538,gRNA,188877.072,16237976,48,Untreated,R2,13953.23874157856,5486475.326541539,6072.076923076923,31624.53948815385,35
CoV-FISH-06B_R2_48h_INF_00018_25,718.462,gRNA,189442.041,16286547,48,Untreated,R2,13953.23874157856,6261675.187247984,6072.076923076923,36092.86152498616,35
CoV-FISH-06B_R2_48h_INF_00018_27,1467.935,gRNA,296914.44,25526071,48,Untreated,R2,13953.23874157856,5043623.487880878,6072.076923076923,29071.90147821427,35
CoV-FISH-06B_R2_48h_INF_00018_29,381.884,gRNA,538347.443,46282340,48,Untreated,R2,13953.23874157856,40953821.37641101,6072.076923076923,236061.5266132107,35
CoV-FISH-06B_R2_48h_INF_00018_1,225.983,ORFN,39640.515,3407940,48,Untreated,R2,11167.62463587908,884246.6819101381,6520.384615384615,4746.442992616207,35
CoV-FISH-06B_R2_48h_INF_00018_3,920.041,ORFN,291096.243,25025874,48,Untreated,R2,11167.62463587908,14751201.462381177,6520.384615384615,79181.22651310606,35
CoV-FISH-06B_R2_48h_INF_00018_5,1189.143,ORFN,664002.829,57085076,48,Untreated,R2,11167.62463587908,43805173.337616846,6520.384615384615,235136.59964154623,35
CoV-FISH-06B_R2_48h_INF_00018_7,338.521,ORFN,3383178.148,290855661,48,Untreated,R2,11167.62463587908,287075185.54063755,6520.384615384615,1540956.8739572947,35
CoV-FISH-06B_R2_48h_INF_00018_9,423.363,ORFN,474732.672,40813306,48,Untreated,R2,11167.62463587908,36085346.93128032,6520.384615384615,193698.2581694396,35
CoV-FISH-06B_R2_48h_INF_00018_11,663.037,ORFN,141361.635,12153020,48,Untreated,R2,11167.62463587908,4748471.664300642,6520.384615384615,25488.75841746938,35
CoV-FISH-06B_R2_48h_INF_00018_13,1176.662,ORFN,802187.444,68964964,48,Untreated,R2,11167.62463587908,55824444.46069725,6520.384615384615,299653.4209829204,35
CoV-FISH-06B_R2_48h_INF_00018_15,1363.26,ORFN,10267483.383,882707187,48,Untreated,R2,11167.62463587908,867482811.0388914,6520.384615384615,4656458.196457212,35
CoV-FISH-06B_R2_48h_INF_00018_17,1496.595,ORFN,5810391.876,499525977,48,Untreated,R2,11167.62463587908,482812565.80806655,6520.384615384615,2591632.3652765914,35
CoV-FISH-06B_R2_48h_INF_00018_19,520.233,ORFN,5251809.455,451504013,48,Untreated,R2,11167.62463587908,445694246.1328027,6520.384615384615,2392389.335107948,35
CoV-FISH-06B_R2_48h_INF_00018_21,1309.114,ORFN,408361.533,35107304,48,Untreated,R2,11167.62463587908,20487610.242425792,6520.384615384615,109973.0155170617,35
CoV-FISH-06B_R2_48h_INF_00018_23,770.538,ORFN,280885.664,24148059,48,Untreated,R2,11167.62463587908,15542979.848319003,6520.384615384615,83431.31989600832,35
CoV-FISH-06B_R2_48h_INF_00018_25,718.462,ORFN,390997.054,33614460,48,Untreated,R2,11167.62463587908,25590946.068857044,6520.384615384615,137366.60722385367,35
CoV-FISH-06B_R2_48h_INF_00018_27,1467.935,ORFN,395741.286,34022327,48,Untreated,R2,11167.62463587908,17628979.930130847,6520.384615384615,94628.51257251856,35
CoV-FISH-06B_R2_48h_INF_00018_29,381.884,ORFN,2055364.636,176702028,48,Untreated,R2,11167.62463587908,172437290.83355194,6520.384615384615,925605.7019909885,35
CoV-FISH-06B_R2_48h_INF_00019_1,915.528,gRNA,1618838.347,139173368,48,Untreated,R2,13953.23874157856,126398787.24140006,6072.076923076923,728574.0298571903,35
CoV-FISH-06B_R2_48h_INF_00019_5,677.134,gRNA,246458.167,21188288,48,Untreated,R2,13953.23874157856,11740075.637959944,6072.076923076923,67670.85669928898,35
CoV-FISH-06B_R2_48h_INF_00019_7,938.489,gRNA,249335.644,21435668,48,Untreated,R2,13953.23874157856,8340706.926654678,6072.076923076923,48076.58831255151,35
CoV-FISH-06B_R2_48h_INF_00019_9,634.004,gRNA,136776.235,11758808,48,Untreated,R2,13953.23874157856,2912398.8248842265,6072.076923076923,16787.329963417957,35
CoV-FISH-06B_R2_48h_INF_00019_11,690.069,gRNA,167871.428,14432097,48,Untreated,R2,13953.23874157856,4803399.494837625,6072.076923076923,27687.228677947216,35
CoV-FISH-06B_R2_48h_INF_00019_13,929.01,gRNA,162547.316,13974377,48,Untreated,R2,13953.23874157856,1011678.6766861024,6072.076923076923,5831.407298126058,35
CoV-FISH-06B_R2_48h_INF_00019_15,618.01,gRNA,177316.098,15244066,48,Untreated,R2,13953.23874157856,6620824.925317034,6072.076923076923,38163.03306458632,35
CoV-FISH-06B_R2_48h_INF_00019_17,347.454,gRNA,171282.678,14725366,48,Untreated,R2,13953.23874157856,9877257.386283563,6072.076923076923,56933.40399000496,35
CoV-FISH-06B_R2_48h_INF_00019_19,524.409,gRNA,418863.442,36010165,48,Untreated,R2,13953.23874157856,28692961.02476753,6072.076923076923,165388.81977107347,35
CoV-FISH-06B_R2_48h_INF_00019_21,856.066,gRNA,215543.685,18530535,48,Untreated,R2,13953.23874157856,6585641.723451808,6072.076923076923,37960.233910214134,35
