File,ID,time,strain,condition,repeat_exp,total_vRNAs_ORFN,total_vRNAs_gRNA,cytosolic_RNAs_ORFN,cytosolic_RNAs_gRNA,repSites_ORFN,repSites_gRNA,mol_per_repSite_ORFN,mol_per_repSite_gRNA,content,category,total_vRNAs_sgRNA,ratio
CoV-FISH-10_Vero_8h_B117_INF_R2_00008_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,614,166,479,127.90105732019939,28,5,4.821428571428571,7.619788535960124,38.09894267980062,Mid,448,2.7103088648221463
CoV-FISH-10_Vero_8h_B117_INF_R1_00006__results_cell_6.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,2972,458,2565,210.12644929943386,153,26,2.6601307189542482,9.533598103867929,247.87355070056614,Mid,2514,5.492080916030122
CoV-FISH-10_Vero_8h_B117_INF_R1_00010__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,9832,1572,7873,864.7868476323694,754,105,2.5981432360742707,6.735363355882196,707.2131523676306,Mid,8260,5.255530787884978
CoV-FISH-10_Vero_8h_B117_INF_R2_00010_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,204,88,188,71.0752426814658,6,2,2.6666666666666665,8.462378659267102,16.924757318534205,Mid,116,1.3294021637200841
CoV-FISH-10_Vero_8h_B117_INF_R3_00002_cleared__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,341,129,303,103.22239704859605,9,3,4.222222222222222,8.59253431713465,25.77760295140395,Mid,212,1.6445007019082316
CoV-FISH-10_Vero_8h_B117_INF_R1_00015__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,16208,3244,13054,1678.9507163835165,1192,161,2.6459731543624163,9.72080300382909,1565.0492836164835,Mid,12964,3.9962783265720994
CoV-FISH-10_Vero_8h_B117_INF_R2_00010_cleared__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,3886,341,3396,210.64584705668224,99,19,4.94949494949495,6.8607448917535665,130.35415294331776,Mid,3545,10.41349357542536
CoV-FISH-10_Vero_8h_B117_INF_R2_00003_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,15145,2179,12335,1439.8187007776796,959,106,2.9301355578727843,6.973408483229437,739.1812992223203,Mid,12966,5.951715828832404
CoV-FISH-10_Vero_8h_B117_INF_R1_00009__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,546,114,492,74.33655628119091,13,7,4.153846153846154,5.6662062455441555,39.66344371880909,Mid,432,3.789029312244437
CoV-FISH-10_Vero_8h_B117_INF_R1_00016__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,112,71,89,21.722509871125162,7,4,3.2857142857142856,12.31937253221871,49.27749012887484,Mid,41,0.5856001161941334
CoV-FISH-10_Vero_8h_B117_INF_R2_00004_cleared__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,1589,285,1050,113.11306702351209,69,15,7.811594202898551,11.459128865099194,171.8869329764879,Mid,1304,4.5789454416595206
CoV-FISH-10_Vero_8h_B117_INF_R2_00005_cleared__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,13654,1467,11949,822.6721179967761,522,76,3.2662835249042144,8.47799844741084,644.3278820032239,Mid,12187,8.313250407258808
CoV-FISH-10_Vero_8h_B117_INF_R1_00018__results_cell_7.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,141,93,99,46.44962420591252,13,5,3.230769230769231,9.310075158817495,46.55037579408748,Mid,48,0.5164046031242243
CoV-FISH-10_Vero_8h_B117_INF_R3_00004_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,800,491,686,306.0955629470564,35,14,3.257142857142857,13.20745978949597,184.9044370529436,Mid,309,0.6293233993519971
CoV-FISH-10_Vero_8h_B117_INF_R1_00010__results_cell_7.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,2512,224,2326,117.74546894210184,60,11,3.1,9.659502823445287,106.25453105789816,Mid,2288,10.238681525084765
CoV-FISH-10_Vero_8h_B117_INF_R3_00002_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,5645,3867,3377,1596.4301456124153,468,230,4.846153846153846,9.872042845163412,2270.5698543875847,Mid,1778,0.45974437049895345
CoV-FISH-10_Vero_8h_B117_INF_R2_00005_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,463,187,357,125.9711944908588,21,5,5.0476190476190474,12.205761101828237,61.028805509141186,Mid,276,1.4753883714518283
CoV-FISH-10_Vero_8h_B117_INF_R2_00007_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,15862,2200,13726,1217.4544111054515,603,83,3.54228855721393,11.8378986613801,982.5455888945484,Mid,13662,6.210396590609444
CoV-FISH-10_Vero_8h_B117_INF_R3_00009_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,778,454,747,238.24633160170995,12,24,2.5833333333333335,8.989736183262085,215.75366839829005,Mid,324,0.7151581754020566
CoV-FISH-10_Vero_8h_B117_INF_R2_00004_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,707,150,432,81.74507295976075,49,8,5.612244897959184,8.531865880029907,68.25492704023925,Mid,557,3.714010613208964
CoV-FISH-10_Vero_8h_B117_INF_R2_00012_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,3068,344,2466,175.0682167292825,83,12,7.253012048192771,14.077648605893124,168.9317832707175,Mid,2724,7.925883695706064
CoV-FISH-10_Vero_8h_B117_INF_R3_00002_cleared__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,259,167,155,84.69745542274657,21,7,4.9523809523809526,11.757506368179062,82.30254457725343,Mid,92,0.5549770048077706
CoV-FISH-10_Vero_8h_B117_INF_R2_00003_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,490,327,335,121.69021912812843,37,10,4.1891891891891895,20.530978087187158,205.30978087187157,Mid,163,0.5011480108592012
CoV-FISH-10_Vero_8h_B117_INF_R2_00011_cleared__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,891,530,821,234.1619485837591,25,10,2.8,29.58380514162409,295.8380514162409,Mid,361,0.6806765960297015
CoV-FISH-10_Vero_8h_B117_INF_R1_00002__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,1,0,1,0,0,0,NA,NA,NA,Low,1,Inf
CoV-FISH-10_Vero_8h_B117_INF_R1_00002__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,54,24,50,24,2,0,2,NA,NA,Low,30,1.25
CoV-FISH-10_Vero_8h_B117_INF_R1_00003__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,27,14,27,14,0,0,NA,NA,NA,Low,13,0.9285714285714286
CoV-FISH-10_Vero_8h_B117_INF_R1_00005__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,163,21,153,21,5,0,2,NA,NA,Low,142,6.761904761904762
CoV-FISH-10_Vero_8h_B117_INF_R1_00005__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,95,9,89,9,3,0,2,NA,NA,Low,86,9.555555555555555
CoV-FISH-10_Vero_8h_B117_INF_R1_00006__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,102,17,98,17,2,0,2,NA,NA,Low,85,5
CoV-FISH-10_Vero_8h_B117_INF_R1_00008__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,10,3,10,3,0,0,NA,NA,NA,Low,7,2.3333333333333335
CoV-FISH-10_Vero_8h_B117_INF_R1_00008__results_cell_10.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,5,3,5,3,0,0,NA,NA,NA,Low,2,0.6666666666666666
CoV-FISH-10_Vero_8h_B117_INF_R1_00008__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,7,1,7,1,0,0,NA,NA,NA,Low,6,6
CoV-FISH-10_Vero_8h_B117_INF_R1_00008__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,38,12,38,12,0,0,NA,NA,NA,Low,26,2.1666666666666665
CoV-FISH-10_Vero_8h_B117_INF_R1_00008__results_cell_6.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,1,0,1,0,0,0,NA,NA,NA,Low,1,Inf
CoV-FISH-10_Vero_8h_B117_INF_R1_00008__results_cell_8.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,39,4,37,4,1,0,2,NA,NA,Low,35,8.75
CoV-FISH-10_Vero_8h_B117_INF_R1_00008__results_cell_9.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,32,1,32,1,0,0,NA,NA,NA,Low,31,31
CoV-FISH-10_Vero_8h_B117_INF_R1_00009__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,3,2,3,2,0,0,NA,NA,NA,Low,1,0.5
CoV-FISH-10_Vero_8h_B117_INF_R1_00009__results_cell_7.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,35,19,33,19,1,0,2,NA,NA,Low,16,0.8421052631578947
CoV-FISH-10_Vero_8h_B117_INF_R1_00009__results_cell_8.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,212,21,194,21,9,0,2,NA,NA,Low,191,9.095238095238095
CoV-FISH-10_Vero_8h_B117_INF_R1_00010__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,102,10,77,10,6,0,4.166666666666667,NA,NA,Low,92,9.2
CoV-FISH-10_Vero_8h_B117_INF_R1_00010__results_cell_5.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,120,8,116,8,2,0,2,NA,NA,Low,112,14
CoV-FISH-10_Vero_8h_B117_INF_R1_00011__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,52,9,46,9,3,0,2,NA,NA,Low,43,4.777777777777778
CoV-FISH-10_Vero_8h_B117_INF_R1_00011__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,4,4,4,4,0,0,NA,NA,NA,Low,0,0
CoV-FISH-10_Vero_8h_B117_INF_R1_00012__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,49,8,41,8,4,0,2,NA,NA,Low,41,5.125
CoV-FISH-10_Vero_8h_B117_INF_R1_00012__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,56,15,54,15,1,0,2,NA,NA,Low,41,2.7333333333333334
CoV-FISH-10_Vero_8h_B117_INF_R1_00013__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,164,21,154,21,4,0,2.5,NA,NA,Low,143,6.809523809523809
CoV-FISH-10_Vero_8h_B117_INF_R1_00013__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,2,1,2,1,0,0,NA,NA,NA,Low,1,1
CoV-FISH-10_Vero_8h_B117_INF_R1_00014__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,824,23,808,23,8,0,2,NA,NA,Low,801,34.82608695652174
CoV-FISH-10_Vero_8h_B117_INF_R1_00014__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,1037,21,966,21,35,0,2.0285714285714285,NA,NA,Low,1016,48.38095238095238
CoV-FISH-10_Vero_8h_B117_INF_R1_00014__results_cell_5.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,25,0,25,0,0,0,NA,NA,NA,Low,25,Inf
CoV-FISH-10_Vero_8h_B117_INF_R1_00015__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,3,1,3,1,0,0,NA,NA,NA,Low,2,2
CoV-FISH-10_Vero_8h_B117_INF_R1_00015__results_cell_7.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,98,22,81,22,5,0,3.4,NA,NA,Low,76,3.4545454545454546
CoV-FISH-10_Vero_8h_B117_INF_R1_00016__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,23,8,19,8,2,0,2,NA,NA,Low,15,1.875
CoV-FISH-10_Vero_8h_B117_INF_R1_00016__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,47,25,43,25,2,0,2,NA,NA,Low,22,0.88
CoV-FISH-10_Vero_8h_B117_INF_R1_00017__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,9,9,9,9,0,0,NA,NA,NA,Low,0,0
CoV-FISH-10_Vero_8h_B117_INF_R1_00018__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,9,3,9,3,0,0,NA,NA,NA,Low,6,2
CoV-FISH-10_Vero_8h_B117_INF_R1_00018__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_8h_B117_INF_R1_00018__results_cell_6.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,81,18,72,18,4,0,2.25,NA,NA,Low,63,3.5
CoV-FISH-10_Vero_8h_B117_INF_R1_00019__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,233,30,221,30,6,0,2,NA,NA,Low,203,6.766666666666667
CoV-FISH-10_Vero_8h_B117_INF_R1_00020__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,66,3,64,3,1,0,2,NA,NA,Low,63,21
CoV-FISH-10_Vero_8h_B117_INF_R1_00020__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,43,11,43,11,0,0,NA,NA,NA,Low,32,2.909090909090909
CoV-FISH-10_Vero_8h_B117_INF_R1_00022__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,6,2,6,2,0,0,NA,NA,NA,Low,4,2
CoV-FISH-10_Vero_8h_B117_INF_R1_00022__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,116,22,112,22,2,0,2,NA,NA,Low,94,4.2727272727272725
CoV-FISH-10_Vero_8h_B117_INF_R1_00022__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,114,6,114,6,0,0,NA,NA,NA,Low,108,18
CoV-FISH-10_Vero_8h_B117_INF_R1_00022__results_cell_5.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,60,13,60,13,0,0,NA,NA,NA,Low,47,3.6153846153846154
CoV-FISH-10_Vero_8h_B117_INF_R1_00022__results_cell_8.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,4,2,4,2,0,0,NA,NA,NA,Low,2,1
CoV-FISH-10_Vero_8h_B117_INF_R1_00023__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,209,22,199,22,5,0,2,NA,NA,Low,187,8.5
CoV-FISH-10_Vero_8h_B117_INF_R1_00024__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,156,28,146,28,4,0,2.5,NA,NA,Low,128,4.571428571428571
CoV-FISH-10_Vero_8h_B117_INF_R2_00002_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,65,51,65,51,0,0,NA,NA,NA,Low,14,0.27450980392156865
CoV-FISH-10_Vero_8h_B117_INF_R2_00005_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,10,4,10,4,0,0,NA,NA,NA,Low,6,1.5
CoV-FISH-10_Vero_8h_B117_INF_R2_00005_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,383,78,361,78,11,0,2,NA,NA,Mid,305,3.9279279279279278
CoV-FISH-10_Vero_8h_B117_INF_R2_00006_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,12,6,12,6,0,0,NA,NA,NA,Low,6,1
CoV-FISH-10_Vero_8h_B117_INF_R2_00008_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,234,79,173,79,9,0,6.777777777777778,NA,NA,Low,155,1.9620253164556962
CoV-FISH-10_Vero_8h_B117_INF_R2_00009_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,14,2,12,2,1,0,2,NA,NA,Low,12,6
CoV-FISH-10_Vero_8h_B117_INF_R2_00010_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,42,8,38,8,2,0,2,NA,NA,Low,34,4.25
CoV-FISH-10_Vero_8h_B117_INF_R3_00004_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,8,8,8,8,0,0,NA,NA,NA,Low,0,0
CoV-FISH-10_Vero_8h_B117_INF_R3_00007_cleared__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,58,39,52,39,3,0,2,NA,NA,Low,19,0.48717948717948717
CoV-FISH-10_Vero_8h_B117_INF_R3_00008_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,54,14,42,14,5,0,2.4,NA,NA,Low,40,2.857142857142857
CoV-FISH-10_Vero_8h_B117_INF_R3_00008_cleared__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,172,79,153,79,7,0,2.7142857142857144,NA,NA,Low,93,1.1772151898734178
CoV-FISH-10_Vero_8h_B117_INF_R3_00012_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,1,0,1,0,0,0,NA,NA,NA,Low,1,Inf
SUM_CoV-FISH-10_Vero_8h_B117_INF_R2_00001.tif:0015-0175-0379,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,628392.0063089904,361173.5598462857,628392.0063089904,361173.5598462857,NA,NA,NA,NA,NA,High,267218.44646270474,0.7398615961158177
SUM_CoV-FISH-10_Vero_8h_B117_INF_R2_00001.tif:0015-0398-0358,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,578269.1779343626,275881.2547208812,578269.1779343626,275881.2547208812,NA,NA,NA,NA,NA,High,302387.9232134814,1.0960799910795604
SUM_CoV-FISH-10_Vero_8h_B117_INF_R2_00002.tif:0019-0356-0411,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,780298.6930896189,315611.77507542743,780298.6930896189,315611.77507542743,NA,NA,NA,NA,NA,High,464686.9180141915,1.4723370758367202
SUM_CoV-FISH-10_Vero_8h_B117_INF_R2_00003.tif:0019-0886-0297,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,5216793.817298067,1752462.693418717,5216793.817298067,1752462.693418717,NA,NA,NA,NA,NA,High,3464331.12387935,1.9768358761013665
SUM_CoV-FISH-10_Vero_8h_B117_INF_R2_00006.tif:0035-0286-0504,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,4286773.431835286,1107685.0118299224,4286773.431835286,1107685.0118299224,NA,NA,NA,NA,NA,High,3179088.420005364,2.870029282741158
SUM_CoV-FISH-10_Vero_8h_B117_INF_R2_00008.tif:0031-0331-0620,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,7600459.675233151,1897574.6912356,7600459.675233151,1897574.6912356,NA,NA,NA,NA,NA,High,5702884.983997551,3.005354682657648
SUM_CoV-FISH-10_Vero_8h_B117_INF_R3_00001.tif:0027-0327-0446,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,2383114.8334377757,629586.5326896383,2383114.8334377757,629586.5326896383,NA,NA,NA,NA,NA,High,1753528.3007481373,2.7852061785008964
SUM_CoV-FISH-10_Vero_8h_B117_INF_R3_00001.tif:0051-0339-0790,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,1916728.5888354718,497020.1777325492,1916728.5888354718,497020.1777325492,NA,NA,NA,NA,NA,High,1419708.4111029226,2.856440190375691
SUM_CoV-FISH-10_Vero_8h_B117_INF_R3_00002.tif:0039-0913-0179,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,1782253.1662844643,521359.9738052338,1782253.1662844643,521359.9738052338,NA,NA,NA,NA,NA,High,1260893.1924792305,2.4184694948413257
SUM_CoV-FISH-10_Vero_8h_B117_INF_R3_00002.tif:0043-0964-0507,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,1587489.9333948258,507689.5053690521,1587489.9333948258,507689.5053690521,NA,NA,NA,NA,NA,High,1079800.4280257737,2.1268913708209114
SUM_CoV-FISH-10_Vero_8h_B117_INF_R3_00003.tif:0019-0455-0842,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,4881171.04552222,1035259.3984466183,4881171.04552222,1035259.3984466183,NA,NA,NA,NA,NA,High,3845911.647075602,3.714925604970406
SUM_CoV-FISH-10_Vero_8h_B117_INF_R3_00003.tif:0019-0682-0882,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,2779254.688926491,639160.5775669727,2779254.688926491,639160.5775669727,NA,NA,NA,NA,NA,High,2140094.111359518,3.3482886562027896
SUM_CoV-FISH-10_Vero_8h_B117_INF_R3_00005.tif:0023-0307-0678,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,2788086.528477068,775335.4096128896,2788086.528477068,775335.4096128896,NA,NA,NA,NA,NA,High,2012751.1188641784,2.595974714825816
SUM_CoV-FISH-10_Vero_8h_B117_INF_R3_00006.tif:0023-0466-0982,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,7735970.037687764,1685931.4451850704,7735970.037687764,1685931.4451850704,NA,NA,NA,NA,NA,High,6050038.592502693,3.58854365625677
SUM_CoV-FISH-10_Vero_8h_B117_INF_R3_00009.tif:0027-0936-0504,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,3176243.8437905866,826120.1606304557,3176243.8437905866,826120.1606304557,NA,NA,NA,NA,NA,High,2350123.683160131,2.8447722197780867
SUM_CoV-FISH-10_Vero_8h_B117_INF_R3_00010.tif:0023-0631-0267,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,1924382.6956709852,580308.848143941,1924382.6956709852,580308.848143941,NA,NA,NA,NA,NA,High,1344073.8475270441,2.316135367961264
CoV-FISH-10_Vero_8h_Vic_INF_R1_00003__results_cell_3.npz,8hpi_Untreated_Victoria,8hpi,Victoria,Untreated,R1,318,94.95363242300637,283,62,11,4,3.1818181818181817,8.238408105751592,32.95363242300637,Low,223.04636757699365,2.34900300162663
CoV-FISH-10_Vero_8h_Vic_INF_R1_00005__results_cell_1.npz,8hpi_Untreated_Victoria,8hpi,Victoria,Untreated,R1,117,42.23566788056358,115,29,1,2,2,6.617833940281791,13.235667880563582,Low,74.76433211943642,1.770170471338567
CoV-FISH-10_Vero_8h_Vic_INF_R1_00005__results_cell_5.npz,8hpi_Untreated_Victoria,8hpi,Victoria,Untreated,R1,536,115.23342465465547,493,77,15,5,2.8666666666666667,7.6466849309310945,38.23342465465547,Mid,420.76657534534456,3.6514281911376436
CoV-FISH-10_Vero_8h_Vic_INF_R1_00006__results_cell_0.npz,8hpi_Untreated_Victoria,8hpi,Victoria,Untreated,R1,632,52.425367609344704,622,41,5,2,2,5.712683804672354,11.425367609344708,Low,579.5746323906553,11.055232587197871
CoV-FISH-10_Vero_8h_Vic_INF_R1_00006__results_cell_2.npz,8hpi_Untreated_Victoria,8hpi,Victoria,Untreated,R1,4540,246.14856909883565,4477,184,25,8,2.52,7.768571137354457,62.14856909883566,Mid,4293.851430901164,17.444145406252844
CoV-FISH-10_Vero_8h_Vic_INF_R1_00006__results_cell_3.npz,8hpi_Untreated_Victoria,8hpi,Victoria,Untreated,R1,1061,64.43564202536416,1044,47,8,2,2.125,8.71782101268208,17.43564202536416,Low,996.5643579746359,15.466042187992054
CoV-FISH-10_Vero_8h_Vic_INF_R1_00006__results_cell_5.npz,8hpi_Untreated_Victoria,8hpi,Victoria,Untreated,R1,37.4806635765861,37.4806635765861,37.4806635765861,25,0,2,NA,6.240331788293051,12.480663576586101,Low,0,0
CoV-FISH-10_Vero_8h_Vic_INF_R1_00006__results_cell_6.npz,8hpi_Untreated_Victoria,8hpi,Victoria,Untreated,R1,464,72.21218533257206,451,57.99999999999999,6,2,2.1666666666666665,7.106092666286034,14.212185332572068,Low,391.78781466742794,5.425508352406944
CoV-FISH-10_Vero_8h_Vic_INF_R1_00006__results_cell_9.npz,8hpi_Untreated_Victoria,8hpi,Victoria,Untreated,R1,587,112.67136517471378,567,80,9,4,2.2222222222222223,8.167841293678446,32.671365174713785,Mid,474.3286348252862,4.209841906945645
CoV-FISH-10_Vero_8h_Vic_INF_R1_00007__results_cell_1.npz,8hpi_Untreated_Victoria,8hpi,Victoria,Untreated,R1,70.9934559953617,70.9934559953617,70.9934559953617,56,0,2,NA,7.49672799768085,14.9934559953617,Low,0,0
CoV-FISH-10_Vero_8h_Vic_INF_R1_00010__results_cell_2.npz,8hpi_Untreated_Victoria,8hpi,Victoria,Untreated,R1,175,31.49744558126261,171,17,2,2,2,7.248722790631304,14.497445581262609,Low,143.5025544187374,4.556006106860457
CoV-FISH-10_Vero_8h_Vic_INF_R1_00012__results_cell_8.npz,8hpi_Untreated_Victoria,8hpi,Victoria,Untreated,R1,29.804653768403305,29.804653768403305,29.804653768403305,17,0,2,NA,6.402326884201654,12.804653768403307,Low,0,0
CoV-FISH-10_Vero_8h_Vic_INF_R1_00013__results_cell_2.npz,8hpi_Untreated_Victoria,8hpi,Victoria,Untreated,R1,455,74.49329789788982,434,56.00000000000001,8,3,2.625,6.164432632629937,18.49329789788981,Low,380.5067021021102,5.107932026632544
